STDNT_AGE,STDNT_GENDER,STDNT_BACKGROUND,IN_STATE_FLAG,INTERNATIONAL_STS,STDNT_MAJOR,STDNT_MINOR,STDNT_TEST_ENTRANCE1,STDNT_TEST_ENTRANCE2,FIRST_TERM,HOUSING_STS,RETURNED_2ND_YR,DISTANCE_FROM_HOME,HIGH_SCHL_GPA,FATHER_HI_EDU_CD,MOTHER_HI_EDU_CD,DEGREE_GROUP_DESC,COST_OF_ATTEND,UNMET_NEED,1ST_YR_GPA,1ST_YR_EFFICIENCY
18,F,BGD 3,Y,N,Early Childhood Education,N,19.0,910.0,200708,On Campus,0,137.0,2.88,2.0,3.0,Bachelors,902760,152760.0,2.1666666666666665,0.8666666666666667
17,F,BGD 3,Y,N,Psychology,N,18.0,,200808,On Campus,1,190.0,3.13,,3.0,Bachelors,1296900,596460.0,1.6666666666666665,0.8461538461538461
18,M,BGD 3,Y,N,Political Science,N,15.0,840.0,200908,On Campus,1,181.0,3.13,3.0,3.0,Bachelors,1410180,484740.0,1.25,0.8666666666666667
18,M,BGD 1,Y,N,Undeclared,N,23.0,,201008,Off Campus,1,69.0,3.38,2.0,3.0,Bachelors,0,0.0,1.4166666666666667,0.8461538461538461
18,F,BGD 1,Y,N,Undeclared,N,17.0,960.0,201008,Off Campus,1,69.0,3.66,1.0,2.0,Bachelors,0,0.0,1.4166666666666667,0.8461538461538461
18,F,BGD 1,Y,N,Theatre Arts,N,,1310.0,200908,On Campus,1,190.0,3.85,3.0,3.0,Bachelors,1418100,480240.0,1.5833333333333333,1.0
18,M,BGD 1,Y,N,Exercise Science,N,,1080.0,200808,Off Campus,1,69.0,3.66,2.0,3.0,Bachelors,1255740,-49320.0,2.0833333333333335,1.0
18,F,BGD 6,Y,N,Undeclared,N,,430.0,200708,Off Campus,1,69.0,3.32,3.0,3.0,Bachelors,0,0.0,1.9166666666666665,1.0
18,M,BGD 1,Y,N,Early Childhood Education,N,,1040.0,200708,Off Campus,1,69.0,2.87,,,Bachelors,0,0.0,1.75,0.7211538461538461
18,F,BGD 1,N,N,Early Childhood Education,N,22.0,,201008,Off Campus,1,0.0,3.8,2.0,2.0,Bachelors,0,0.0,2.0833333333333335,1.0
18,M,BGD 3,Y,N,Management Information Systems,N,,490.0,200708,Off Campus,1,69.0,3.2,3.0,3.0,Bachelors,0,0.0,1.1666666666666665,0.5746606334841629
19,F,BGD 3,Y,N,Communication,English Language/Literature,,,200808,On Campus,0,0.0,3.37,3.0,4.0,Bachelors,0,0.0,2.3333333333333335,1.0
18,F,BGD 3,Y,N,Health Science,N,16.0,880.0,201008,On Campus,1,150.0,3.01,3.0,2.0,Bachelors,0,0.0,1.5833333333333333,0.8461538461538461
17,M,BGD 3,Y,N,General Business,N,,1080.0,200608,On Campus,1,150.0,2.74,3.0,3.0,Bachelors,1176420,224220.0,0.8333333333333333,0.875
19,F,BGD 1,Y,N,Theatre Education,N,,1060.0,200708,Off Campus,1,188.0,3.53,3.0,4.0,Bachelors,1245480,204420.0,1.5,0.875
18,F,BGD 1,Y,N,Undeclared,N,,530.0,200608,On Campus,1,69.0,3.4,2.0,3.0,Bachelors,1176420,-587160.0,1.75,1.0
18,F,BGD 1,Y,N,Theatre Arts,N,24.0,,200808,Off Campus,1,138.0,3.14,3.0,3.0,Bachelors,1306020,-347580.0,1.75,0.7833333333333333
18,F,BGD 1,Y,N,Theatre Arts,N,,1030.0,201008,On Campus,1,69.0,3.4,4.0,3.0,Bachelors,0,0.0,1.1666666666666665,1.0
17,F,BGD 1,Y,N,Undeclared,N,,940.0,200608,Off Campus,1,90.0,2.61,2.0,3.0,Bachelors,1176420,431760.0,1.3333333333333333,0.75
18,M,BGD 1,Y,N,Undeclared,N,,970.0,200908,Off Campus,1,69.0,2.2,3.0,3.0,Bachelors,1025700,17460.0,1.25,0.875
18,F,BGD 3,Y,N,Pre-Nursing,N,19.0,390.0,200908,On Campus,1,91.0,3.14,2.0,2.0,Bachelors,1418100,265680.0,2.0,0.5491071428571428
18,F,BGD 1,Y,N,Early Childhood Education,N,,,200908,On Campus,1,69.0,3.46,3.0,2.0,Bachelors,1410180,-417420.0,2.5833333333333335,1.0
18,F,BGD 1,N,N,Mathematics and Secondary Ed,N,21.0,,200508,Off Campus,1,0.0,3.5,3.0,2.0,Bachelors,1144200,865200.0,1.1666666666666667,0.8
18,F,BGD 1,Y,N,Undeclared,N,,1100.0,200608,Off Campus,0,69.0,3.44,2.0,3.0,Bachelors,0,0.0,1.8333333333333333,1.0
18,F,BGD 3,Y,N,Psychology,N,,950.0,200608,On Campus,1,0.0,3.14,2.0,2.0,Bachelors,0,0.0,1.3333333333333333,0.75
17,F,BGD 3,Y,N,Criminal Justice,Psychology,,,200708,Off Campus,1,0.0,3.57,2.0,2.0,Bachelors,1233900,567420.0,1.9166666666666665,1.0
18,F,BGD 1,N,N,Biology,N,25.0,,200808,Off Campus,1,69.0,3.93,2.0,3.0,Bachelors,908160,525300.0,2.333333333333333,1.0
18,F,BGD 1,Y,N,Communication,Professional Writing,,,200808,Off Campus,1,69.0,2.5,2.0,1.0,Bachelors,915000,0.0,1.75,1.0
18,M,BGD 1,Y,N,English Language/Literature,N,,1020.0,201008,Off Campus,1,69.0,2.55,,,Bachelors,0,0.0,1.5,0.8333333333333333
18,M,BGD 3,Y,N,Chemistry,N,17.0,430.0,201008,On Campus,1,150.0,3.0,3.0,3.0,Bachelors,0,0.0,1.6666666666666667,0.8666666666666667
17,F,BGD 3,Y,N,Nursing,N,,1080.0,200708,On Campus,1,90.0,2.15,2.0,3.0,Bachelors,902760,0.0,1.5833333333333333,0.8333333333333333
18,F,BGD 1,Y,N,Undeclared,N,,1170.0,200808,Off Campus,1,69.0,3.36,,,Bachelors,0,0.0,2.416666666666667,1.0
18,F,BGD 4,Y,N,Pre-Nursing,N,,1090.0,200908,On Campus,0,150.0,2.75,2.0,3.0,Bachelors,1025700,-90000.0,2.666666666666667,1.0
18,F,BGD 1,Y,N,Pre-Nursing,N,20.0,,200908,On Campus,1,69.0,3.57,3.0,3.0,Bachelors,1418100,313620.0,2.1666666666666665,0.8823529411764706
18,F,BGD 3,Y,N,Pre-Nursing,Music,18.0,800.0,201008,On Campus,1,91.0,3.1,,,Bachelors,0,0.0,2.4166666666666665,1.0
18,F,BGD 3,Y,N,Pre-Nursing,Foundations of Business,18.0,720.0,201008,On Campus,1,138.0,3.2,2.0,3.0,Bachelors,0,0.0,1.5833333333333335,0.8571428571428572
18,F,BGD 3,Y,N,Pre-Nursing,N,20.0,430.0,200908,On Campus,1,190.0,2.687,4.0,3.0,Bachelors,1418100,419160.0,2.1666666666666665,0.8823529411764706
18,F,BGD 1,Y,N,Psychology,N,,1100.0,200508,Off Campus,0,0.0,3.6,2.0,2.0,Bachelors,1144200,287040.0,1.4166666666666667,1.0
18,F,BGD 1,Y,N,Nursing,N,,530.0,200608,Off Campus,1,69.0,3.53,2.0,2.0,Bachelors,1187280,567660.0,2.1666666666666665,0.90625
18,F,BGD 1,Y,N,Communication,N,,960.0,200708,Off Campus,0,138.0,2.71,3.0,2.0,Bachelors,894060,0.0,2.0,1.0
18,F,BGD 1,Y,N,Undeclared,N,,1010.0,200808,Off Campus,1,138.0,2.37,2.0,3.0,Bachelors,0,0.0,2.0833333333333335,1.0
19,F,BGD 1,Y,N,Early Childhood Education,N,19.0,920.0,200908,On Campus,1,90.0,3.43,3.0,3.0,Bachelors,1418100,-417420.0,2.5,0.8571428571428572
18,F,BGD 3,Y,N,Psychology,N,,910.0,201008,On Campus,1,138.0,3.4,4.0,3.0,Bachelors,0,0.0,1.25,0.8666666666666667
18,F,BGD 3,Y,N,Pre-Business,N,18.0,830.0,201008,On Campus,1,90.0,3.5,2.0,2.0,Bachelors,0,0.0,1.0833333333333335,0.8333333333333333
18,F,BGD 3,Y,N,Accounting,N,,950.0,200608,On Campus,1,0.0,2.73,2.0,3.0,Bachelors,1176420,414900.0,1.75,1.0
18,F,BGD 3,Y,N,Accounting,N,,1010.0,200608,On Campus,0,150.0,3.29,4.0,2.0,Bachelors,0,0.0,1.6666666666666667,0.8348214285714286
18,F,BGD 3,Y,N,Accounting,Art History,,860.0,200608,On Campus,1,59.0,3.44,2.0,2.0,Bachelors,1176420,395400.0,1.4166666666666667,0.90625
18,M,BGD 2,Y,N,Joint Enrollment - Accel,N,17.0,910.0,201008,Off Campus,1,0.0,3.5,3.0,3.0,Bachelors,269100,-231720.0,0.8333333333333333,0.875
18,M,BGD 1,Y,N,Finance,N,,970.0,200508,Off Campus,1,69.0,3.71,2.0,2.0,Bachelors,1151640,58860.0,1.4166666666666667,1.0
17,F,BGD 1,Y,N,Undeclared,N,,920.0,200908,Off Campus,1,69.0,3.19,,,Bachelors,0,0.0,2.0,1.0
17,M,BGD 4,N,N,Undeclared,N,,980.0,200508,Off Campus,1,69.0,2.69,,,Bachelors,0,0.0,1.0,1.0
18,M,BGD 1,Y,N,General Business,N,,960.0,200508,On Campus,1,90.0,3.46,,,Bachelors,0,0.0,2.3333333333333335,1.0
18,F,BGD 3,Y,N,Early Childhood Education,N,,450.0,200508,Off Campus,1,138.0,2.13,2.0,3.0,Bachelors,0,0.0,2.083333333333333,0.8125
16,M,BGD 1,Y,N,Management Information Systems,N,17.0,940.0,200508,On Campus,1,69.0,3.4,3.0,3.0,Bachelors,1146420,-288180.0,1.75,1.0
18,F,BGD 1,N,N,Psychology,N,,960.0,200508,On Campus,1,0.0,2.57,3.0,3.0,Bachelors,1804860,987300.0,2.25,1.0
18,F,BGD 3,Y,N,Biology,N,,930.0,200508,Off Campus,0,69.0,3.71,3.0,3.0,Bachelors,1138980,562800.0,1.3333333333333335,1.0
18,M,BGD 1,Y,N,Applied Computer Science,N,,,200608,On Campus,0,150.0,3.53,2.0,3.0,Bachelors,0,0.0,2.4166666666666665,1.0
18,F,BGD 1,Y,N,Accounting,N,,480.0,200608,On Campus,1,69.0,3.14,2.0,3.0,Bachelors,0,0.0,1.3333333333333335,0.8571428571428572
18,F,BGD 1,Y,N,English Language/Literature,N,,1010.0,200608,On Campus,1,138.0,3.2,2.0,2.0,Bachelors,0,0.0,1.9166666666666665,0.9166666666666667
18,F,BGD 1,Y,N,General Business,N,,1090.0,200608,Off Campus,1,0.0,3.27,3.0,3.0,Bachelors,0,0.0,1.4166666666666665,0.7666666666666666
18,F,BGD 1,Y,N,Undeclared,N,19.0,,200808,Off Campus,1,138.0,3.21,3.0,3.0,Bachelors,108960,0.0,1.9166666666666665,0.8571428571428572
18,F,BGD 3,Y,N,Psychology,N,,,200808,On Campus,1,90.0,3.04,2.0,3.0,Bachelors,1306020,341820.0,1.75,0.875
19,F,BGD 3,N,N,Management,N,20.0,,200808,On Campus,1,150.0,3.86,3.0,3.0,Bachelors,588120,491820.0,2.0,0.875
18,F,BGD 2,N,N,Art,N,18.0,,200908,Off Campus,1,0.0,3.12,3.0,3.0,Bachelors,1324500,582885.0,1.4166666666666667,0.875
18,F,BGD 1,Y,N,Political Science,N,,1110.0,200908,On Campus,1,69.0,3.8,3.0,2.0,Bachelors,1418100,151260.0,1.9166666666666665,0.9642857142857143
18,M,BGD 1,Y,N,Theatre Education,N,,870.0,200908,On Campus,1,190.0,2.73,3.0,2.0,Bachelors,1418100,507899.39999999997,1.1666666666666665,1.0
18,F,BGD 3,Y,N,Middle Grades Education,Foundations of Business,18.0,,200908,On Campus,1,69.0,3.06,2.0,2.0,Bachelors,1418100,120180.0,2.0,0.875
18,F,BGD 1,Y,N,Theatre Arts,N,,530.0,200908,On Campus,1,150.0,2.75,3.0,2.0,Bachelors,1025700,294420.0,1.5,1.0
18,F,BGD 1,N,N,Exercise Science,N,26.0,580.0,200908,On Campus,0,316.0,3.23,3.0,3.0,Bachelors,0,0.0,2.3333333333333335,1.0
18,F,BGD 1,Y,N,Exercise Science,N,,1100.0,201008,On Campus,1,90.0,3.93,4.0,2.0,Bachelors,0,0.0,2.1666666666666665,1.0
18,M,BGD 1,N,N,Exercise Science,N,,970.0,201008,On Campus,0,90.0,3.0,2.0,3.0,Bachelors,0,0.0,1.8333333333333333,1.0
18,F,BGD 3,N,N,Psychology,African Studies,20.0,,201008,On Campus,1,477.0,3.74,3.0,2.0,Bachelors,0,0.0,1.5833333333333335,0.8461538461538461
18,F,BGD 3,Y,N,Political Science,N,,,200808,Off Campus,1,0.0,3.81,2.0,2.0,Bachelors,1346640,400200.0,2.4166666666666665,0.9285714285714286
18,F,BGD 1,Y,N,Early Childhood Education,N,,520.0,201008,Off Campus,1,69.0,3.4,2.0,2.0,Bachelors,0,0.0,2.0,0.8571428571428572
18,M,BGD 1,Y,N,Undeclared,N,,1050.0,200708,Off Campus,1,69.0,2.88,,,Bachelors,0,0.0,1.4166666666666667,1.0
18,F,BGD 1,N,N,Early Childhood Education,N,20.0,,200508,Off Campus,1,69.0,3.64,1.0,2.0,Bachelors,835680,0.0,1.4166666666666667,0.9
18,M,BGD 1,Y,N,Communication,N,,,200908,On Campus,1,138.0,3.68,2.0,3.0,Bachelors,1418100,-447420.0,1.9166666666666665,1.0
19,M,BGD 3,Y,N,Marketing,Sociology,,1130.0,200808,On Campus,0,150.0,2.97,2.0,2.0,Bachelors,0,0.0,1.8333333333333335,1.0
17,M,BGD 3,Y,N,Undeclared,N,,940.0,200708,Off Campus,1,0.0,3.07,3.0,2.0,Bachelors,0,-217920.0,1.5,1.0
17,F,BGD 1,Y,N,Undeclared,N,,990.0,200708,Off Campus,1,69.0,3.22,2.0,3.0,Bachelors,1189920,548460.0,1.3333333333333333,1.0
17,F,BGD 1,Y,N,Criminal Justice,N,,980.0,200808,Off Campus,1,69.0,3.33,2.0,3.0,Bachelors,1355760,459300.0,1.4166666666666665,1.0
18,F,BGD 1,Y,N,Exercise Science,N,,950.0,200908,Off Campus,1,69.0,3.06,3.0,2.0,Bachelors,1324500,151200.0,1.6666666666666665,0.875
18,F,BGD 1,Y,N,Psychology,N,,1100.0,200608,Off Campus,1,69.0,3.47,3.0,3.0,Bachelors,0,0.0,2.0,1.0
18,F,BGD 3,N,N,Nursing,N,,960.0,200608,On Campus,0,176.0,3.07,2.0,2.0,Bachelors,0,0.0,2.0,0.90625
18,F,BGD 6,Y,N,Chemistry and Secondary Ed,N,,990.0,200708,On Campus,1,69.0,2.83,1.0,2.0,Bachelors,1245480,265500.0,2.083333333333333,1.0
18,M,BGD 3,Y,N,Pre-Engineering/RETP,N,,970.0,200808,On Campus,1,69.0,3.63,2.0,3.0,Bachelors,0,0.0,2.0833333333333335,0.8571428571428572
18,F,BGD 3,Y,N,Pre-Nursing,N,22.0,920.0,201008,On Campus,1,150.0,3.0,2.0,3.0,Bachelors,0,0.0,2.1666666666666665,1.0
18,M,BGD 3,Y,N,Engineering Studies,Psychology,25.0,1100.0,200908,On Campus,1,90.0,2.5,2.0,2.0,Bachelors,1418100,498245.4,2.1666666666666665,1.0
18,F,BGD 1,Y,N,Undeclared,N,,1110.0,200508,Off Campus,1,0.0,3.66,2.0,2.0,Bachelors,0,0.0,1.5833333333333333,1.0
18,F,BGD 1,Y,N,Psychology,N,,990.0,200608,On Campus,1,150.0,2.83,2.0,2.0,Bachelors,1176420,174600.0,1.75,0.9
18,M,BGD 1,Y,N,Music Education,N,,1170.0,200508,On Campus,1,190.0,3.5,,2.0,Bachelors,1146420,376740.0,1.25,0.9117647058823529
18,F,BGD 1,Y,N,Finance,N,,890.0,200508,Off Campus,0,69.0,3.06,2.0,2.0,Bachelors,1151640,314100.0,1.0833333333333333,1.0
17,M,BGD 4,Y,N,Nursing,N,,930.0,200608,Off Campus,1,0.0,2.67,3.0,2.0,Bachelors,0,0.0,1.25,0.8333333333333333
17,F,BGD 1,N,Y,Music Performance,N,,,200608,Off Campus,1,,,,,Bachelors,240120,-215340.0,1.1666666666666665,1.0
18,M,BGD 3,Y,N,Engineering Studies,N,,1030.0,200808,Off Campus,0,0.0,3.43,3.0,3.0,Bachelors,1264860,423420.0,1.75,1.0
18,M,BGD 2,Y,N,Biology,N,,1040.0,200808,Off Campus,1,69.0,3.73,3.0,3.0,Bachelors,0,0.0,1.5833333333333333,1.0
18,M,BGD 6,Y,N,Undeclared,N,,1050.0,200808,Off Campus,1,69.0,3.0,3.0,2.0,Bachelors,915000,341940.0,2.083333333333333,1.0
18,M,BGD 1,Y,N,Theatre Arts,N,,,200908,On Campus,1,90.0,3.06,2.0,3.0,Bachelors,1418100,275340.0,1.0833333333333333,1.0
18,F,BGD 8,N,N,Psychology,N,19.0,,200908,Off Campus,1,0.0,3.8,3.0,2.0,Bachelors,1418100,936600.0,2.0,1.0
18,F,BGD 1,Y,N,Exercise Science,N,,980.0,201008,Off Campus,1,69.0,3.8,2.0,2.0,Bachelors,0,0.0,2.0,0.8157894736842105
18,F,BGD 2,N,N,Mathematics,N,,950.0,201008,Off Campus,1,0.0,3.66,4.0,3.0,Bachelors,0,0.0,2.1666666666666665,1.0
17,M,BGD 1,Y,N,Applied Computer Science,N,,1180.0,200508,On Campus,1,138.0,3.94,2.0,3.0,Bachelors,336960,-288180.0,1.4166666666666665,1.0
18,M,BGD 1,Y,N,Management Information Systems,N,,1150.0,200608,On Campus,1,150.0,3.37,3.0,2.0,Bachelors,0,0.0,2.3333333333333335,1.0
18,F,BGD 3,Y,N,Pre-Nursing,N,,1030.0,200808,Off Campus,1,235.0,3.4,2.0,2.0,Bachelors,1474800,337680.0,2.1666666666666665,1.0
18,M,BGD 1,Y,N,Undeclared,N,,430.0,200908,On Campus,1,69.0,3.07,2.0,2.0,Bachelors,1418100,43680.0,2.1666666666666665,0.875
18,F,BGD 1,Y,N,Undeclared,N,,1000.0,201008,Off Campus,0,69.0,2.9,3.0,2.0,Bachelors,0,0.0,0.9166666666666667,0.8461538461538461
18,F,BGD 1,Y,N,Exercise Science,N,,1070.0,200508,Off Campus,1,69.0,3.36,3.0,2.0,Bachelors,0,0.0,2.4166666666666665,1.0
18,F,BGD 3,Y,N,Early Childhood Education,N,21.0,920.0,200708,On Campus,1,69.0,3.5,2.0,3.0,Bachelors,1245480,327684.0,2.0,1.0
18,F,BGD 3,Y,N,Psychology,N,,490.0,200708,On Campus,1,246.0,3.15,4.0,3.0,Bachelors,0,0.0,2.1666666666666665,1.0
18,F,BGD 1,N,N,Theatre Arts,N,26.0,,201008,Off Campus,1,0.0,2.75,,,Bachelors,0,0.0,1.3333333333333333,0.75
18,F,BGD 1,Y,N,Undeclared,N,,,200508,Off Campus,1,69.0,3.71,,,Bachelors,0,0.0,1.3333333333333333,0.96875
18,F,BGD 3,Y,N,Communication,N,,480.0,200708,On Campus,1,138.0,2.43,3.0,3.0,Bachelors,0,0.0,1.6666666666666665,1.0
18,M,BGD 1,Y,N,General Business,N,21.0,930.0,200808,Off Campus,1,69.0,3.12,3.0,3.0,Bachelors,1255740,-347580.0,2.333333333333333,1.0
18,F,BGD 1,N,N,Undeclared,N,20.0,,200608,Off Campus,1,0.0,3.07,3.0,2.0,Bachelors,860640,0.0,1.9166666666666665,0.9333333333333333
18,F,BGD 1,Y,N,Early Childhood Education,N,,510.0,200908,Off Campus,1,69.0,3.7,1.0,2.0,Bachelors,1316580,275220.0,1.6666666666666665,0.8571428571428572
18,M,BGD 1,Y,N,Criminal Justice,N,19.0,930.0,201008,On Campus,0,215.0,3.44,3.0,3.0,Bachelors,0,0.0,2.166666666666667,0.8571428571428572
18,M,BGD 1,Y,N,Pre-Engineering/RETP,N,,1140.0,200908,Off Campus,1,69.0,2.78,3.0,3.0,Bachelors,1417380,237240.0,3.166666666666667,1.0
18,F,BGD 1,Y,N,Biology,N,,430.0,200508,On Campus,1,0.0,3.19,,,Bachelors,0,0.0,1.5833333333333333,0.8571428571428572
18,M,BGD 1,Y,N,General Business,N,,980.0,200608,Off Campus,1,69.0,2.53,3.0,3.0,Bachelors,0,0.0,1.25,0.875
18,F,BGD 6,Y,N,General Business,N,19.0,1000.0,200808,On Campus,1,69.0,3.37,2.0,2.0,Bachelors,0,0.0,2.0,1.0
19,F,BGD 6,N,N,Undeclared,N,,850.0,200808,Off Campus,1,1735.0,3.76,2.0,2.0,Bachelors,0,0.0,1.9166666666666665,1.0
18,M,BGD 1,Y,N,Health and Physical Education,N,21.0,,201008,On Campus,0,69.0,2.56,2.0,2.0,Bachelors,0,0.0,1.9166666666666665,0.9615384615384616
18,M,BGD 1,Y,N,Computer Science - Games,N,,1380.0,200908,Off Campus,0,69.0,3.56,3.0,3.0,Bachelors,1409460,467640.0,1.1666666666666667,1.0
18,M,BGD 1,Y,N,Pre-Business,N,,1040.0,200908,Off Campus,1,90.0,3.5,3.0,4.0,Bachelors,1409460,570540.0,1.5833333333333333,1.0
19,F,BGD 1,N,N,Music Performance,N,,1180.0,201008,On Campus,1,574.0,,4.0,4.0,Bachelors,0,0.0,1.3333333333333335,0.8823529411764706
18,M,BGD 1,Y,N,General Business,N,,1000.0,200508,Off Campus,1,69.0,3.0,,,Bachelors,0,0.0,1.25,1.0
18,F,BGD 3,Y,N,Management,N,20.0,,200608,On Campus,1,138.0,3.43,2.0,3.0,Bachelors,0,0.0,1.5833333333333335,0.875
18,M,BGD 3,Y,N,Criminal Justice,N,,1090.0,200808,On Campus,1,150.0,2.82,3.0,3.0,Bachelors,0,0.0,1.75,0.96875
18,M,BGD 1,Y,N,Pre-Business,N,,1090.0,200908,On Campus,0,150.0,2.96,3.0,2.0,Bachelors,1410180,-432420.0,2.0,1.0
18,F,BGD 6,Y,N,Pre-Business,N,,1060.0,201008,Off Campus,1,0.0,3.4,3.0,3.0,Bachelors,0,0.0,1.75,1.0
18,M,BGD 1,Y,N,Exercise Science,N,21.0,960.0,201008,Off Campus,1,69.0,3.42,3.0,3.0,Bachelors,0,0.0,1.5833333333333333,0.8666666666666667
18,F,BGD 2,Y,N,Criminal Justice,N,20.0,940.0,200508,On Campus,0,150.0,3.23,2.0,3.0,Bachelors,1146420,191640.0,2.416666666666667,1.0
17,M,BGD 1,N,N,Pre-Nursing,N,23.0,,201008,Off Campus,0,0.0,3.75,2.0,2.0,Bachelors,0,0.0,1.9166666666666667,1.0
18,F,BGD 3,Y,N,Pre-Nursing,Foundations of Business,,860.0,201008,On Campus,1,138.0,2.72,2.0,2.0,Bachelors,0,0.0,2.0,0.7307692307692308
18,F,BGD 3,Y,N,Psychology,N,,880.0,201008,On Campus,1,150.0,3.47,2.0,2.0,Bachelors,0,0.0,1.3333333333333335,0.8461538461538461
18,F,BGD 3,Y,N,Theatre Arts,N,,,200808,Off Campus,1,150.0,2.95,4.0,4.0,Bachelors,1306020,216180.0,1.1666666666666667,0.8461538461538461
18,M,BGD 3,Y,N,Management,N,,970.0,200608,Off Campus,1,69.0,2.69,4.0,2.0,Bachelors,1187280,509100.0,1.1666666666666667,0.7573529411764706
18,F,BGD 1,Y,N,Health and Physical Education,Early Childhood Education,21.0,850.0,200908,On Campus,1,138.0,3.17,2.0,3.0,Bachelors,1418100,-299280.0,1.5,0.8823529411764706
18,F,BGD 3,Y,N,Biology,N,,,201008,On Campus,1,90.0,2.6,3.0,3.0,Bachelors,0,0.0,1.0833333333333335,0.8666666666666667
18,M,BGD 3,Y,N,Psychology,N,,1210.0,201008,On Campus,0,150.0,3.69,3.0,3.0,Bachelors,0,0.0,1.4166666666666667,1.0
17,F,BGD 1,Y,N,Management,N,19.0,920.0,200508,Off Campus,1,69.0,3.6,,,Bachelors,0,0.0,1.3333333333333333,0.775
18,F,BGD 1,Y,N,Pre-Business,N,,980.0,200908,Off Campus,1,69.0,3.18,3.0,3.0,Bachelors,1324500,305520.0,1.8333333333333333,1.0
18,F,BGD 3,Y,N,Criminal Justice,N,19.0,,201008,On Campus,1,90.0,2.9,2.0,3.0,Bachelors,0,0.0,1.0,0.788888888888889
18,F,BGD 3,Y,N,Engineering Studies,N,17.0,,200508,On Campus,1,59.0,3.67,2.0,2.0,Bachelors,0,0.0,1.3333333333333335,0.8928571428571428
18,M,BGD 2,N,N,Undeclared,N,,1030.0,200808,Off Campus,0,0.0,3.43,3.0,3.0,Bachelors,1255740,452820.0,2.3333333333333335,0.9166666666666667
18,F,BGD 1,Y,N,Undeclared,N,,930.0,200608,Off Campus,1,69.0,3.6,2.0,2.0,Bachelors,0,0.0,1.4166666666666667,1.0
18,F,BGD 1,Y,N,Psychology,N,,1090.0,200708,Off Campus,1,0.0,2.88,2.0,1.0,Bachelors,1189920,917160.0,0.8333333333333333,0.8461538461538461
18,F,BGD 4,Y,N,Spec Ed: Gen. Curr. - Reading,N,20.0,,200708,Off Campus,1,0.0,3.47,2.0,1.0,Bachelors,0,0.0,1.6666666666666667,1.0
18,M,BGD 4,N,N,Management,N,,410.0,200508,Off Campus,1,69.0,2.78,,,Bachelors,224640,-320640.0,1.25,0.9375
18,M,BGD 1,Y,N,Health and Physical Education,N,,,200708,On Campus,1,138.0,3.33,4.0,4.0,Bachelors,0,0.0,1.1666666666666665,1.0
18,F,BGD 1,Y,N,Biology,N,,1180.0,200808,Off Campus,1,150.0,3.11,3.0,2.0,Bachelors,1296900,144780.0,1.75,1.0
18,F,BGD 1,Y,N,Art,N,,,200808,Off Campus,1,69.0,2.68,,,Bachelors,0,0.0,1.1666666666666667,1.0
18,F,BGD 1,Y,N,History,N,23.0,950.0,200908,On Campus,1,90.0,2.64,3.0,3.0,Bachelors,1025700,-202500.0,1.25,0.9615384615384616
17,F,BGD 1,Y,N,Theatre Arts,N,,920.0,201008,On Campus,1,150.0,2.93,4.0,2.0,Bachelors,0,0.0,1.4166666666666667,1.0
18,F,BGD 1,Y,N,Psychology,Theatre Arts,,990.0,200608,Off Campus,1,69.0,3.0,2.0,3.0,Bachelors,1187280,639840.0,1.9166666666666665,0.8928571428571428
18,M,BGD 3,Y,N,Psychology,N,,880.0,200908,On Campus,1,138.0,2.86,2.0,3.0,Bachelors,0,0.0,1.3333333333333335,0.875
18,F,BGD 1,Y,N,English and Secondary Ed,Communication,24.0,1110.0,200908,On Campus,1,69.0,3.28,2.0,2.0,Bachelors,1418100,621480.0,2.25,1.0
17,F,BGD 3,Y,N,Nursing,N,,470.0,200708,On Campus,1,0.0,2.57,3.0,3.0,Bachelors,0,0.0,1.1666666666666667,0.8214285714285714
17,F,BGD 3,Y,N,Pre-Nursing,N,18.0,890.0,200808,On Campus,1,0.0,2.63,,,Bachelors,0,0.0,1.5833333333333333,0.8846153846153846
18,F,BGD 3,N,N,Pre-Nursing,N,20.0,,200908,Off Campus,1,0.0,2.8,2.0,2.0,Bachelors,1324500,336660.0,1.6666666666666665,0.8928571428571428
18,F,BGD 6,Y,N,Pre-Nursing,N,17.0,830.0,201008,On Campus,1,69.0,2.83,2.0,2.0,Bachelors,0,0.0,1.4166666666666665,0.8571428571428572
18,M,BGD 6,Y,N,Engineering Studies,N,,1160.0,200608,Off Campus,1,0.0,2.93,,,Bachelors,0,0.0,1.5,0.65625
18,M,BGD 1,Y,N,Undeclared,N,19.0,,200808,Off Campus,1,69.0,3.18,3.0,3.0,Bachelors,0,0.0,1.9166666666666665,1.0
18,F,BGD 1,Y,N,Chemistry,N,,,200808,Off Campus,1,69.0,2.58,,,Bachelors,0,0.0,1.4166666666666667,0.8571428571428572
18,M,BGD 2,Y,N,Chemistry,N,19.0,,200808,On Campus,1,90.0,3.48,2.0,2.0,Bachelors,0,0.0,1.6666666666666665,0.8928571428571428
18,F,BGD 1,Y,N,Biology,N,20.0,900.0,200908,Off Campus,1,69.0,3.53,3.0,3.0,Bachelors,1324500,-477420.0,2.0833333333333335,0.875
18,M,BGD 3,Y,N,Chemistry,N,17.0,870.0,200908,On Campus,1,150.0,3.23,2.0,2.0,Bachelors,1418100,144180.0,2.25,0.787719298245614
